,Edition,Year,Points type,From,To,Points
11197,london-1977,1977,Points given,belgium,ireland,3
11198,london-1977,1977,Points given,belgium,monaco,2
11199,london-1977,1977,Points given,belgium,israel,1
11200,london-1977,1977,Points given,france,united kingdom,12
11201,london-1977,1977,Points given,france,ireland,10
11202,london-1977,1977,Points given,france,the netherlands,8
11203,london-1977,1977,Points given,france,italy,7
11204,london-1977,1977,Points given,france,portugal,6
11205,london-1977,1977,Points given,france,monaco,5
11206,london-1977,1977,Points given,france,finland,4
11207,london-1977,1977,Points given,france,greece,3
11208,london-1977,1977,Points given,france,israel,2
11209,london-1977,1977,Points given,france,germany,1
11210,the-hague-1976,1976,Points given,united-kingdom,switzerland,12
11211,the-hague-1976,1976,Points given,united-kingdom,ireland,10
11212,the-hague-1976,1976,Points given,united-kingdom,france,8
11213,the-hague-1976,1976,Points given,united-kingdom,belgium,7
11214,the-hague-1976,1976,Points given,united-kingdom,israel,6
11215,the-hague-1976,1976,Points given,united-kingdom,monaco,5
11216,the-hague-1976,1976,Points given,united-kingdom,austria,4
11217,the-hague-1976,1976,Points given,united-kingdom,spain,3
11218,the-hague-1976,1976,Points given,united-kingdom,finland,2
11219,the-hague-1976,1976,Points given,united-kingdom,italy,1
11220,the-hague-1976,1976,Points given,switzerland,united kingdom,12
11221,the-hague-1976,1976,Points given,switzerland,france,10
11222,the-hague-1976,1976,Points given,switzerland,italy,8
11223,the-hague-1976,1976,Points given,switzerland,israel,7
11224,the-hague-1976,1976,Points given,switzerland,belgium,6
11225,the-hague-1976,1976,Points given,switzerland,monaco,5
11226,the-hague-1976,1976,Points given,switzerland,the netherlands,4
11227,the-hague-1976,1976,Points given,switzerland,austria,3
11228,the-hague-1976,1976,Points given,switzerland,germany,2
11229,the-hague-1976,1976,Points given,switzerland,yugoslavia ,1
11230,the-hague-1976,1976,Points given,germany,france,12
11231,the-hague-1976,1976,Points given,germany,austria,10
11232,the-hague-1976,1976,Points given,germany,united kingdom,8
11233,the-hague-1976,1976,Points given,germany,monaco,7
11234,the-hague-1976,1976,Points given,germany,finland,6
11235,the-hague-1976,1976,Points given,germany,switzerland,5
11236,the-hague-1976,1976,Points given,germany,the netherlands,4
11237,the-hague-1976,1976,Points given,germany,israel,3
11238,the-hague-1976,1976,Points given,germany,yugoslavia,2
11239,the-hague-1976,1976,Points given,germany,ireland,1
11240,the-hague-1976,1976,Points given,israel,united kingdom,12
11241,the-hague-1976,1976,Points given,israel,austria,10
11242,the-hague-1976,1976,Points given,israel,the netherlands,8
11243,the-hague-1976,1976,Points given,israel,monaco,7
11244,the-hague-1976,1976,Points given,israel,finland,6
11245,the-hague-1976,1976,Points given,israel,france,5
11246,the-hague-1976,1976,Points given,israel,switzerland,4
11247,the-hague-1976,1976,Points given,israel,ireland,3
11248,the-hague-1976,1976,Points given,israel,italy,2
11249,the-hague-1976,1976,Points given,israel,belgium,1
11250,the-hague-1976,1976,Points given,luxembourg,monaco,12
11251,the-hague-1976,1976,Points given,luxembourg,france,10
11252,the-hague-1976,1976,Points given,luxembourg,united kingdom,8
11253,the-hague-1976,1976,Points given,luxembourg,israel,7
11254,the-hague-1976,1976,Points given,luxembourg,portugal,6
11255,the-hague-1976,1976,Points given,luxembourg,austria,5
11256,the-hague-1976,1976,Points given,luxembourg,the netherlands,4
11257,the-hague-1976,1976,Points given,luxembourg,ireland,3
11258,the-hague-1976,1976,Points given,luxembourg,germany,2
11259,the-hague-1976,1976,Points given,luxembourg,switzerland,1
11260,the-hague-1976,1976,Points given,belgium,united kingdom,12
11261,the-hague-1976,1976,Points given,belgium,france,10
11262,the-hague-1976,1976,Points given,belgium,monaco,8
11263,the-hague-1976,1976,Points given,belgium,switzerland,7
11264,the-hague-1976,1976,Points given,belgium,luxembourg,6
11265,the-hague-1976,1976,Points given,belgium,israel,5
11266,the-hague-1976,1976,Points given,belgium,the netherlands,4
11267,the-hague-1976,1976,Points given,belgium,austria,3
11268,the-hague-1976,1976,Points given,belgium,greece,2
